"ID","Name","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No. module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
311,"Zotu68",2,0,0,1.84563875592418e-88,1,29,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Terrimonas sp."
312,"Zotu684",4,31.85,411,0.0200658256857816,0.833333333333333,7,0.791256568074944,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella","Nordella oligomobilis"
313,"Zotu687",2,0,0,1.84563875592418e-88,1,26,0,0,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
314,"Zotu691",2,2,2,2.92384347685642e-107,0,19,1,0,"Actinobacteria","Actinobacteria","Catenulisporales","Catenulisporaceae","Catenulispora",NA
315,"Zotu6950",2,592.405357142857,6688,0.00120759681019988,0,1,-0.757056357451814,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","Tellurimicrobium","Tellurimicrobium multivorans"
316,"Zotu699",1,0,0,3.58919942985274e-150,0,64,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
317,"Zotu7",2,0,0,3.45636684559485e-81,1,24,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
318,"Zotu70",1,0,0,6.11765721149734e-05,0,10,-0.845154254728517,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","bacterium Ellin7529",NA
319,"Zotu700",4,159,2871,0.00106522231607829,0.833333333333333,1,0.315440148938256,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia","uncultured proteobacterium"
320,"Zotu704",4,893.368658958001,12272,0.00359745747175897,0.666666666666667,1,0.315440148938256,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
321,"Zotu707",3,0.5,2,3.58442143655267e-29,0.666666666666667,4,-0.0388075262853168,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured prokaryote"
322,"Zotu709",3,3,3,4.99444029963968e-101,0,22,1.73205080756888,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","bacterium Ellin517",NA
323,"Zotu710",3,324,1908,0.000274732003693829,0.333333333333333,1,-0.220808104256779,0,"Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoactinomyces",NA
324,"Zotu719",1,0,0,3.58919942985274e-150,0,63,0,0,NA,NA,NA,NA,NA,NA
325,"Zotu7265",6,263,2234,0.377368072749531,0.666666666666667,6,1.15176609770562,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
326,"Zotu727",1,0,0,1.81994032463666e-119,0,34,0,0,"Acidobacteria","Subgroup 6","uncultured Holophagae bacterium",NA,NA,NA
327,"Zotu739",2,0,0,1.84563875592418e-88,1,27,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
328,"Zotu744",1,0,0,3.58919942985274e-150,0,66,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Niastella populi"
329,"Zotu747",8,5524.64249117283,56515,0.0049291394576577,0.0357142857142857,1,2.4604331617184,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA
330,"Zotu750",1,0,0,0.00348097453482188,0,7,-1.38469899413115,0,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
331,"Zotu751",1,0,0,3.58919942985274e-150,0,60,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
332,"Zotu755",1,0,0,3.58919942985274e-150,0,66,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","uncultured delta proteobacterium",NA
333,"Zotu759",1,0,0,1.66481343321323e-101,0,15,-1.22474487139159,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
334,"Zotu76",3,493.119167277735,2387,0.00126776745209509,0,11,-0.464990554975277,0.444444444444444,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
335,"Zotu760",3,16,70,1.58570428743991e-32,0.333333333333333,0,-0.100503781525921,0,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
336,"Zotu763",1,0,0,3.58919942985274e-150,0,61,0,0,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
337,"Zotu77",5,404.5,1218,2.87000010865197e-05,0.2,3,2.46691392952092,0,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
338,"Zotu773",4,1770.51897550077,19180,0.00200623717247903,0,1,0.315440148938256,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
339,"Zotu777",3,0.333333333333333,1,1.1358757199236e-32,0.666666666666667,0,-0.100503781525921,0,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02","uncultured Caulobacterales bacterium"
340,"Zotu780",2,3,3,3.32962686642646e-101,0,17,0.816496580927727,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
341,"Zotu79",2,48,84,6.51111703159292e-32,0,0,-1.10554159678513,0,"Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
342,"Zotu793",1,0,0,1.81994032463666e-119,0,33,0,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","uncultured Pasteuria sp."
343,"Zotu796",1,0,0,5.70829112421108e-05,0,5,-1.45999279017686,0,NA,NA,NA,NA,NA,NA
344,"Zotu797",2,163,409,7.6442951843518e-07,0,3,-0.167248402001418,0,"Proteobacteria","Gammaproteobacteria","R7C24","uncultured soil bacterium",NA,NA
345,"Zotu8",1,0,0,8.13483510684265e-05,0,1,-1.29330461064685,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
346,"Zotu80",5,398.428638052768,5295,0.00525942029351716,0.6,9,1.38948081465941,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","Blastocatella","uncultured Terriglobus sp."
347,"Zotu801",1,0,0,2.28111989936791e-05,0,1,-1.29330461064685,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
348,"Zotu806",1,0,0,0.00157621553328061,0,6,-1.11063159421613,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Lysobacter rhizophilus"
349,"Zotu808",1,0,0,1.81994032463666e-119,0,34,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Acidobacteria bacterium 13_2_20CM_56_17"
350,"Zotu810",2,0,0,1.84563875592418e-88,1,26,0,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
351,"Zotu813",1,0,0,5.81928597715402e-07,0,2,-0.929981109950555,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
352,"Zotu821",1,0,0,1.81994032463666e-119,0,35,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ID0634"
353,"Zotu828",3,0,0,9.1808853119799e-07,1,5,0.378516649305113,0,"Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","uncultured soil bacterium",NA
354,"Zotu831",1,0,0,0.000405614475325233,0,1,-1.29330461064685,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","bacterium Ellin7529",NA
355,"Zotu84",3,77.7443066528674,942,0.000294140658623999,0.333333333333333,11,-0.464990554975277,0.444444444444444,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
356,"Zotu85",3,176.89352692075,595,0.00957971485723046,0.333333333333333,9,-0.604122093330177,0.444444444444444,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
357,"Zotu863",1,0,0,1.81994032463666e-119,0,36,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","44889","metagenome",NA,NA
358,"Zotu873",2,374.35,615,0.000102249939694194,0,3,-0.167248402001418,0,"Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA
359,"Zotu88",4,43,111,0.0137587522846398,0.5,7,0.791256568074944,0,"Rokubacteria","NC10","Rokubacteriales","uncultured soil bacterium",NA,NA
360,"Zotu887",1,0,0,3.58919942985274e-150,0,44,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Gemmatimonas sp. WX54"
361,"Zotu892",1,0,0,1.81994032463666e-119,0,37,0,0,"Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","uncultured Holophaga sp."
362,"Zotu9",4,485,7388,0.00212962571819239,0.166666666666667,9,0.724946511996212,0,"Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
363,"Zotu90",6,3133.82955646371,11404,0.0121368419997781,0.266666666666667,9,0.724946511996212,0.5,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
364,"Zotu902",4,159,2871,0.00106522231607829,0.833333333333333,1,0.315440148938256,0,"Acidobacteria","Acidobacteriia","Acidobacteriales",NA,NA,NA
365,"Zotu909",1,0,0,3.58919942985274e-150,0,59,0,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 10","Clostridium sp. PPf35E10"
366,"Zotu91",2,5,5,6.79356358387973e-90,0,14,0.408248290463863,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
367,"Zotu92",1,0,0,1.11990856267154e-29,0,4,-1.51349352512735,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
368,"Zotu922",2,324,2690,0.0430674859947686,0,6,-0.658152055831782,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
369,"Zotu926",3,0.333333333333333,1,1.1358757199236e-32,0.666666666666667,0,-0.100503781525921,0,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. DSM 1474"
370,"Zotu935",1,0,0,3.58919942985274e-150,0,42,0,0,"Gemmatimonadetes","S0134 terrestrial group","uncultured Gemmatimonadales bacterium",NA,NA,NA
371,"Zotu94",2,1,1,3.63988064927332e-119,0,39,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
372,"Zotu945",1,0,0,8.13483510684265e-05,0,1,-1.29330461064685,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
373,"Zotu95",2,0,0,2.71018768141975e-32,1,0,-1.10554159678513,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
374,"Zotu954",1,0,0,5.65562736325567e-09,0,2,-0.929981109950555,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
375,"Zotu96",1,0,0,1.43636612059133e-07,0,3,-1.04530251250886,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
376,"Zotu960",2,0,0,1.84563875592418e-88,1,30,0,0,"Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Sphaerisporangium",NA
377,"Zotu962",1,0,0,2.89420786959535e-90,0,14,-1.02062072615966,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
378,"Zotu963",4,243.666666666667,3783,3.12033270715002e-05,0,10,1.18321595661992,0,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
379,"Zotu964",1,0,0,7.79416087733874e-05,0,9,-1.26865639599337,0,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
380,"Zotu971",2,3,3,3.32962686642646e-101,0,18,0.816496580927727,0,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
381,"Zotu972",2,1,1,3.63988064927332e-119,0,36,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
382,"Zotu995",3,12.5,14,3.6247020907617e-29,0.333333333333333,4,-0.0388075262853168,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
383,"Zotu997",1,0,0,3.58919942985274e-150,0,54,0,0,"Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA,NA
